,CRRA,DiscFac,RiskyAvg,RiskyStd,PermShkStd,TranShkStd,solved,linear_root,cons_at_root,share_at_root,srle1
76,4.0,0.85,1.06,0.3,0.1,0.1,1,1.7450713717292554,1.0421738512299579,1.0,0.9984478188518532
77,4.0,0.85,1.06,0.3,0.1,0.2,1,1.8469285884079578,1.0479393540608277,1.0,0.9984478188518532
78,4.0,0.85,1.06,0.3,0.2,0.0,1,9.279484843500974,1.234292750591377,0.4853766733077162,0.9984478188518532
79,4.0,0.85,1.06,0.3,0.2,0.1,1,9.289045954963129,1.2342244416783636,0.48464902225231987,0.9984478188518532
80,4.0,0.85,1.06,0.3,0.2,0.2,1,9.318148500504593,1.2340287749180003,0.482501377395648,0.9984478188518532
81,4.0,0.9,1.04,0.1,0.0,0.0,1,1.6025199047468206,1.0231738424902623,1.0,0.9990821279602972
82,4.0,0.9,1.04,0.1,0.0,0.1,1,1.6292454446654903,1.0242017478717496,1.0,0.9990821279602972
83,4.0,0.9,1.04,0.1,0.0,0.2,1,1.7139992380054752,1.0274615091540567,1.0,0.9990821279602972
84,4.0,0.9,1.04,0.1,0.1,0.0,1,3.35104345574872,1.090424748298028,1.0,0.9990821279602972
85,4.0,0.9,1.04,0.1,0.1,0.1,1,3.399357166626172,1.0922829679471608,1.0,0.9990821279602972
86,4.0,0.9,1.04,0.1,0.1,0.2,1,3.547716733446265,1.097989105132549,1.0,0.9990821279602972
87,4.0,0.9,1.04,0.1,0.2,0.0,1,25.542105966228064,1.9439271525472335,1.0,0.9990821279602972
88,4.0,0.9,1.04,0.1,0.2,0.1,1,25.571174744738236,1.9450451824899317,1.0,0.9990821279602972
89,4.0,0.9,1.04,0.1,0.2,0.2,1,25.659349126044543,1.9484365048478687,1.0,0.9990821279602972
90,4.0,0.9,1.04,0.2,0.0,0.0,1,1.591801157646884,1.0227615829864187,1.0,0.9990821279602972
91,4.0,0.9,1.04,0.2,0.0,0.1,1,1.6174534016214075,1.0237482077546696,1.0,0.9990821279602972
92,4.0,0.9,1.04,0.2,0.0,0.2,1,1.7004467592703396,1.0269402599719362,1.0,0.9990821279602972
93,4.0,0.9,1.04,0.2,0.1,0.0,1,2.723158808928778,1.0662753388049533,1.0,0.9990821279602972
